Name,County,geoid,Population,Median Age,Household Income,Per Capita Income,Unemployment Count,Poverty Count,Poverty_Rate,State,abbr,Unemployment Rate,Unemployment_Rate
"Catawba County, North Carolina",Catawba County,37035,156182,41.2,48649,25960,5787,21816,13.96831901,North Carolina,NC,0.037052925,3.705292543
"Cleveland County, North Carolina",Cleveland County,37045,97038,41.7,40002,21664,4631,18977,19.55625631,North Carolina,NC,0.047723572,4.772357221
"Craven County, North Carolina",Craven County,37049,103374,36.2,49391,26830,3573,15103,14.61005669,North Carolina,NC,0.034563817,3.456381682
"Edgecombe County, North Carolina",Edgecombe County,37065,54032,40.3,32929,18946,2476,13050,24.15235416,North Carolina,NC,0.045824696,4.582469648
"Granville County, North Carolina",Granville County,37077,58503,42.5,52089,24859,1798,7982,13.64374477,North Carolina,NC,0.030733467,3.073346666
"Harnett County, North Carolina",Harnett County,37085,128753,33.9,50323,22351,5035,22535,17.5025048,North Carolina,NC,0.039105885,3.910588491
"Hoke County, North Carolina",Hoke County,37093,52571,31.9,45713,19654,2526,11177,21.26077115,North Carolina,NC,0.048049305,4.804930475
"Henderson County, North Carolina",Henderson County,37089,112156,46.9,50454,28290,1845,13134,11.7104747,North Carolina,NC,0.016450301,1.645030137
"Hyde County, North Carolina",Hyde County,37095,5507,42.7,40532,19181,253,985,17.88632649,North Carolina,NC,0.045941529,4.594152896
"Iredell County, North Carolina",Iredell County,37097,169798,40.4,55957,30393,6253,21307,12.54843991,North Carolina,NC,0.036826111,3.682611103
"Mecklenburg County, North Carolina",Mecklenburg County,37119,1034290,34.9,61695,35669,39034,136399,13.18769397,North Carolina,NC,0.037739899,3.773989887
"Northampton County, North Carolina",Northampton County,37131,20426,48.6,33508,19126,807,4955,24.25829825,North Carolina,NC,0.03950847,3.95084696
"Pitt County, North Carolina",Pitt County,37147,176484,32,43526,25462,9206,41319,23.41232066,North Carolina,NC,0.052163369,5.216336892
"Rowan County, North Carolina",Rowan County,37159,138940,40.1,46978,23838,6031,22633,16.28976537,North Carolina,NC,0.043407226,4.340722614
"Vance County, North Carolina",Vance County,37181,44420,40.6,35246,21188,2245,10026,22.570914,North Carolina,NC,0.050540297,5.054029716
"Cherokee County, North Carolina",Cherokee County,37039,27463,50.8,38115,21152,827,4561,16.60779958,North Carolina,NC,0.030113243,3.011324327
"Currituck County, North Carolina",Currituck County,37053,25247,42.9,65758,29340,607,2283,9.042658534,North Carolina,NC,0.02404246,2.404246049
"Union County, North Carolina",Union County,37179,222095,38,70858,32754,6905,20626,9.287016817,North Carolina,NC,0.031090299,3.10902992
"Wilkes County, North Carolina",Wilkes County,37193,68525,44.1,37173,21798,2287,14040,20.48887267,North Carolina,NC,0.033374681,3.337468077
"Forsyth County, North Carolina",Forsyth County,37067,368362,38.2,48369,28640,12523,67043,18.20030296,North Carolina,NC,0.033996449,3.399644915
"Nash County, North Carolina",Nash County,37127,94125,41.4,46187,25232,3658,14656,15.57078353,North Carolina,NC,0.038863214,3.886321381
"Alexander County, North Carolina",Alexander County,37003,37159,42.8,44523,22655,1179,5285,14.22266476,North Carolina,NC,0.031728518,3.172851799
"Bladen County, North Carolina",Bladen County,37017,34130,42.8,32396,20839,1134,8271,24.2338119,North Carolina,NC,0.033225901,3.322590097
"Dare County, North Carolina",Dare County,37055,35412,46,55640,30898,1010,3116,8.799277081,North Carolina,NC,0.028521405,2.852140517
"Carteret County, North Carolina",Carteret County,37031,68699,47.4,51584,30903,2604,8458,12.31167848,North Carolina,NC,0.037904482,3.790448187
"Warren County, North Carolina",Warren County,37185,20190,47.2,35443,21543,650,4281,21.20356612,North Carolina,NC,0.032194156,3.219415552
"Wilson County, North Carolina",Wilson County,37195,81379,40.4,42095,23383,3084,16458,20.22389068,North Carolina,NC,0.037896755,3.789675469
"Bertie County, North Carolina",Bertie County,37015,19913,45,31287,18319,1060,4102,20.5996083,North Carolina,NC,0.053231557,5.323155727
"Gates County, North Carolina",Gates County,37073,11601,45,52481,24335,482,1430,12.32652358,North Carolina,NC,0.041548142,4.15481424
"Graham County, North Carolina",Graham County,37075,8607,45,36030,19095,274,1606,18.65923086,North Carolina,NC,0.031834553,3.183455327
"Martin County, North Carolina",Martin County,37117,23227,46,35969,22161,986,4430,19.07263099,North Carolina,NC,0.042450596,4.245059629
"Madison County, North Carolina",Madison County,37115,21347,44.2,40563,22653,699,3622,16.96725535,North Carolina,NC,0.032744648,3.274464796
"Pamlico County, North Carolina",Pamlico County,37137,12803,51,45211,25461,441,1826,14.26228228,North Carolina,NC,0.034445052,3.444505194
"Perquimans County, North Carolina",Perquimans County,37143,13506,48.9,44039,25848,475,2527,18.71020287,North Carolina,NC,0.035169554,3.516955427
"Polk County, North Carolina",Polk County,37149,20434,52.1,48412,29728,582,2197,10.75168836,North Carolina,NC,0.028481942,2.848194186
"Randolph County, North Carolina",Randolph County,37151,142827,41.5,43598,22349,4137,23520,16.46747464,North Carolina,NC,0.028965112,2.896511164
"Rockingham County, North Carolina",Rockingham County,37157,91566,44.4,41700,22521,3071,16653,18.18688159,North Carolina,NC,0.03353865,3.353864972
"Stokes County, North Carolina",Stokes County,37169,46124,45.3,44490,23500,1552,6311,13.68268147,North Carolina,NC,0.033648426,3.364842598
"Washington County, North Carolina",Washington County,37187,12331,43.5,34557,21117,530,2924,23.71259427,North Carolina,NC,0.042981105,4.298110453
"Camden County, North Carolina",Camden County,37029,10336,40.8,68327,27468,442,930,8.997678019,North Carolina,NC,0.042763158,4.276315789
"Clay County, North Carolina",Clay County,37043,10753,50.7,37070,25433,328,1877,17.45559379,North Carolina,NC,0.030503115,3.050311541
"Cumberland County, North Carolina",Cumberland County,37051,332766,31,44737,23627,13819,57582,17.3040515,North Carolina,NC,0.04152768,4.152768011
"Gaston County, North Carolina",Gaston County,37071,214049,40.1,46626,24937,8678,34874,16.29253115,North Carolina,NC,0.040542119,4.054211886
"Guilford County, North Carolina",Guilford County,37081,517197,37.2,49253,28582,17385,83981,16.23771986,North Carolina,NC,0.033613884,3.361388407
"Jackson County, North Carolina",Jackson County,37099,41725,37.2,45078,23674,922,8205,19.66446974,North Carolina,NC,0.022097064,2.209706411
"Moore County, North Carolina",Moore County,37125,94191,44.7,54468,31554,2598,12380,13.14350628,North Carolina,NC,0.027582253,2.758225308
"Pasquotank County, North Carolina",Pasquotank County,37139,39546,38.1,47264,23714,1227,6730,17.01815607,North Carolina,NC,0.031027158,3.102715825
"Robeson County, North Carolina",Robeson County,37155,134187,35.9,32407,17161,5105,38182,28.45432121,North Carolina,NC,0.038043924,3.804392378
"Stanly County, North Carolina",Stanly County,37167,60875,42.4,46017,23398,2392,9269,15.22628337,North Carolina,NC,0.039293634,3.92936345
"Swain County, North Carolina",Swain County,37173,14208,41.1,35271,20918,447,2911,20.48845721,North Carolina,NC,0.031461149,3.146114865
"Wake County, North Carolina",Wake County,37183,1023811,35.8,73577,37315,27720,101256,9.89010667,North Carolina,NC,0.02707531,2.70753098
"Yancey County, North Carolina",Yancey County,37199,17605,46.8,37610,21947,638,3419,19.42061914,North Carolina,NC,0.036239705,3.623970463
"Anson County, North Carolina",Anson County,37007,25531,40.4,38123,19105,1574,5383,21.08417218,North Carolina,NC,0.061650542,6.165054248
"Chatham County, North Carolina",Chatham County,37037,68364,46.3,59684,36933,1836,8988,13.14727049,North Carolina,NC,0.02685624,2.685624013
"McDowell County, North Carolina",McDowell County,37111,45069,43.3,38776,20439,1458,8498,18.85553263,North Carolina,NC,0.032350396,3.235039606
"Franklin County, North Carolina",Franklin County,37069,63866,40.9,48344,23862,2210,10207,15.9818996,North Carolina,NC,0.034603702,3.46037015
"Johnston County, North Carolina",Johnston County,37101,186308,37.9,54610,24872,5984,26622,14.28924147,North Carolina,NC,0.032118857,3.211885695
"Jones County, North Carolina",Jones County,37103,9776,45.5,37256,21058,508,2570,26.2888707,North Carolina,NC,0.051963993,5.196399345
"Macon County, North Carolina",Macon County,37113,34160,49.3,40659,27282,700,5980,17.5058548,North Carolina,NC,0.020491803,2.049180328
"Person County, North Carolina",Person County,37145,39240,43,44921,24477,2073,6998,17.83384302,North Carolina,NC,0.052828746,5.282874618
"Brunswick County, North Carolina",Brunswick County,37019,122586,51.9,51164,29707,4118,17129,13.97304749,North Carolina,NC,0.033592743,3.359274305
"Transylvania County, North Carolina",Transylvania County,37175,33291,50.6,44559,26037,973,5018,15.07314289,North Carolina,NC,0.029227118,2.922711844
"Ashe County, North Carolina",Ashe County,37009,26833,47.2,40293,23650,812,5139,19.15179071,North Carolina,NC,0.030261245,3.026124548
"Beaufort County, North Carolina",Beaufort County,37013,47316,45.4,41101,24657,1894,8947,18.90903711,North Carolina,NC,0.040028743,4.002874292
"Columbus County, North Carolina",Columbus County,37047,56589,41.9,36261,21849,1537,12671,22.39127746,North Carolina,NC,0.027160756,2.716075562
"Lenoir County, North Carolina",Lenoir County,37107,57934,41.9,37515,21594,3122,12632,21.80412193,North Carolina,NC,0.053888908,5.388890807
"Lincoln County, North Carolina",Lincoln County,37109,80504,42.7,50782,27359,3183,12103,15.03403558,North Carolina,NC,0.039538408,3.953840803
"Montgomery County, North Carolina",Montgomery County,37123,27445,42.8,38254,20900,660,5550,20.22226271,North Carolina,NC,0.024048096,2.404809619
"Onslow County, North Carolina",Onslow County,37133,192685,26,48162,23141,7349,24112,12.51368814,North Carolina,NC,0.038139969,3.813996938
"Orange County, North Carolina",Orange County,37135,141812,34.2,65522,38348,3988,18379,12.96011621,North Carolina,NC,0.028121739,2.812173864
"Richmond County, North Carolina",Richmond County,37153,45447,40.2,33607,19966,1937,11448,25.1897815,North Carolina,NC,0.042621075,4.26210751
"Rutherford County, North Carolina",Rutherford County,37161,66523,44.5,38573,21092,2472,12804,19.24747832,North Carolina,NC,0.03716008,3.716007997
"Sampson County, North Carolina",Sampson County,37163,63664,40.2,37765,20872,2806,15271,23.98686856,North Carolina,NC,0.044075145,4.407514451
"Surry County, North Carolina",Surry County,37171,72315,43.4,39071,22533,1638,12534,17.33250363,North Carolina,NC,0.022650902,2.26509023
"Yadkin County, North Carolina",Yadkin County,37197,37825,43.5,41126,23038,984,6479,17.12888301,North Carolina,NC,0.026014541,2.601454065
"Avery County, North Carolina",Avery County,37011,17535,44.5,37109,21704,396,2154,12.28400342,North Carolina,NC,0.022583405,2.258340462
"Buncombe County, North Carolina",Buncombe County,37021,252268,41.9,48464,29590,6129,32591,12.91919704,North Carolina,NC,0.02429559,2.42955904
"Burke County, North Carolina",Burke County,37023,88898,43.6,40854,21885,3830,16660,18.74057909,North Carolina,NC,0.043083084,4.308308398
"Cabarrus County, North Carolina",Cabarrus County,37025,196716,37.9,60716,29143,7015,22481,11.42815023,North Carolina,NC,0.035660546,3.566054617
"Caswell County, North Carolina",Caswell County,37033,22833,45.4,39428,21692,876,4666,20.43533482,North Carolina,NC,0.038365524,3.836552358
"Davie County, North Carolina",Davie County,37059,41766,44.6,53493,29234,1333,5802,13.89168223,North Carolina,NC,0.031915912,3.191591246
"Davidson County, North Carolina",Davidson County,37057,164118,42.1,45806,24231,6559,25534,15.5583178,North Carolina,NC,0.039965147,3.996514703
"Duplin County, North Carolina",Duplin County,37061,59350,40,36679,18529,2537,15390,25.93091828,North Carolina,NC,0.04274642,4.274641955
"Durham County, North Carolina",Durham County,37063,300865,35,56393,33151,9505,47237,15.70039719,North Carolina,NC,0.031592242,3.159224237
"Hertford County, North Carolina",Hertford County,37091,24262,42.4,35806,18383,1020,4999,20.60423708,North Carolina,NC,0.042041052,4.204105185
"Lee County, North Carolina",Lee County,37105,59805,37.9,49272,23613,2145,10262,17.15910041,North Carolina,NC,0.035866566,3.586656634
"New Hanover County, North Carolina",New Hanover County,37129,219866,38.7,51457,31708,8064,38374,17.45335795,North Carolina,NC,0.036676885,3.667688501
"Pender County, North Carolina",Pender County,37141,57630,42.6,49357,25997,2241,8877,15.40343571,North Carolina,NC,0.038885997,3.888599688
"Wayne County, North Carolina",Wayne County,37191,124496,37.3,41766,23163,5540,25635,20.591023,North Carolina,NC,0.044499422,4.449942167
"Burke County, North Dakota",Burke County,38013,2253,35.7,71667,35674,30,164,7.279183311,North Dakota,ND,0.013315579,1.331557923
"Mountrail County, North Dakota",Mountrail County,38061,9986,34.2,69622,40113,239,1101,11.02543561,North Dakota,ND,0.023933507,2.393350691
"Traill County, North Dakota",Traill County,38097,8050,41.4,60952,31774,123,525,6.52173913,North Dakota,ND,0.015279503,1.527950311
"Williams County, North Dakota",Williams County,38105,32916,31.3,89874,44474,357,2900,8.810305019,North Dakota,ND,0.010845789,1.084578928
"Billings County, North Dakota",Billings County,38007,983,44.4,91518,44683,20,101,10.27466938,North Dakota,ND,0.02034588,2.034587996
"Dickey County, North Dakota",Dickey County,38021,5041,43.6,58357,30510,72,299,5.931362825,North Dakota,ND,0.01428288,1.428288038
"Kidder County, North Dakota",Kidder County,38043,2457,44.3,60225,34455,17,169,6.878306878,North Dakota,ND,0.006919007,0.691900692
"Cavalier County, North Dakota",Cavalier County,38019,3817,50.1,65505,43144,26,320,8.383547288,North Dakota,ND,0.006811632,0.681163217
"Ward County, North Dakota",Ward County,38101,69628,31,64159,33414,995,5632,8.088699948,North Dakota,ND,0.014290228,1.429022807
"Grant County, North Dakota",Grant County,38037,2387,52.2,50875,33537,29,299,12.52618349,North Dakota,ND,0.012149141,1.214914118
"McHenry County, North Dakota",McHenry County,38049,5951,42.8,61788,36874,69,462,7.763401109,North Dakota,ND,0.01159469,1.159468997
"Pembina County, North Dakota",Pembina County,38067,7050,48.2,61393,34824,114,387,5.489361702,North Dakota,ND,0.016170213,1.617021277
"Steele County, North Dakota",Steele County,38091,1915,49.8,65437,40479,19,72,3.759791123,North Dakota,ND,0.009921671,0.992167102
"Benson County, North Dakota",Benson County,38005,6875,30.7,44500,21658,168,2267,32.97454545,North Dakota,ND,0.024436364,2.443636364
"Hettinger County, North Dakota",Hettinger County,38041,2601,47.3,56118,32544,26,228,8.765859285,North Dakota,ND,0.009996155,0.999615532
"LaMoure County, North Dakota",LaMoure County,38045,4106,47.8,57463,36653,17,426,10.37506089,North Dakota,ND,0.004140283,0.414028251
"Morton County, North Dakota",Morton County,38059,30059,38.2,65385,37335,422,2318,7.711500715,North Dakota,ND,0.014039057,1.403905652
"Cass County, North Dakota",Cass County,38017,170620,32.2,58026,34193,2765,18612,10.90845153,North Dakota,ND,0.016205603,1.620560309
"Dunn County, North Dakota",Dunn County,38025,4349,41.2,68594,42438,76,449,10.32421246,North Dakota,ND,0.017475282,1.747528167
"Emmons County, North Dakota",Emmons County,38029,3389,52.1,46581,29622,28,397,11.71437002,North Dakota,ND,0.008262024,0.82620242
"McIntosh County, North Dakota",McIntosh County,38051,2680,53.5,46012,31133,24,253,9.440298507,North Dakota,ND,0.008955224,0.895522388
"Nelson County, North Dakota",Nelson County,38063,2971,52.5,52417,33599,8,243,8.179064288,North Dakota,ND,0.002692696,0.269269606
"Richland County, North Dakota",Richland County,38077,16333,37.8,60551,29818,222,1461,8.945080512,North Dakota,ND,0.013592114,1.359211412
"Rolette County, North Dakota",Rolette County,38079,14657,30.6,36170,18075,408,4668,31.84826363,North Dakota,ND,0.027836529,2.783652862
"Walsh County, North Dakota",Walsh County,38099,10920,44.6,50781,30693,149,1054,9.652014652,North Dakota,ND,0.013644689,1.364468864
"Adams County, North Dakota",Adams County,38001,2368,45.3,54700,35933,21,212,8.952702703,North Dakota,ND,0.008868243,0.886824324
"Bottineau County, North Dakota",Bottineau County,38009,6651,45.2,58767,35698,111,545,8.194256503,North Dakota,ND,0.01668922,1.668921967
"Barnes County, North Dakota",Barnes County,38003,10971,44.5,56237,32517,184,1044,9.515996719,North Dakota,ND,0.016771488,1.677148847
"Eddy County, North Dakota",Eddy County,38027,2321,45.8,55294,35444,19,294,12.6669539,North Dakota,ND,0.008186127,0.818612667
"Grand Forks County, North Dakota",Grand Forks County,38035,70130,29.5,51410,30465,1504,11119,15.85484101,North Dakota,ND,0.021445886,2.144588621
"McKenzie County, North Dakota",McKenzie County,38053,11679,30.8,79316,38324,244,1358,11.62770785,North Dakota,ND,0.0208922,2.089219967
"Mercer County, North Dakota",Mercer County,38057,8637,44.7,80337,36720,60,611,7.074215584,North Dakota,ND,0.006946857,0.694685655
"McLean County, North Dakota",McLean County,38055,9607,46.7,63926,36953,74,837,8.71239721,North Dakota,ND,0.007702717,0.770271677
"Pierce County, North Dakota",Pierce County,38069,4272,46.1,45996,26619,33,720,16.85393258,North Dakota,ND,0.007724719,0.77247191
"Ransom County, North Dakota",Ransom County,38073,5411,44.4,62524,33574,68,347,6.412862687,North Dakota,ND,0.012566993,1.256699316
"Renville County, North Dakota",Renville County,38075,2543,39.3,66023,30888,11,119,4.679512387,North Dakota,ND,0.0043256,0.432559969
"Sioux County, North Dakota",Sioux County,38085,4420,26.9,40795,15944,315,1616,36.56108597,North Dakota,ND,0.071266968,7.126696833
"Bowman County, North Dakota",Bowman County,38011,3226,42.2,65435,36318,30,267,8.27650341,North Dakota,ND,0.009299442,0.929944203
